Unnamed: 0,recipe,ingredient,quantity,unit
59934,Spaghetti carbonara met erwten en artisjokken,verse doperwten,200.0,g
59935,Spaghetti carbonara met erwten en artisjokken,spekreepjes,250.0,g
59936,Spaghetti carbonara met erwten en artisjokken,knoflook,16.0,g
59937,Spaghetti carbonara met erwten en artisjokken,artisjokharten,250.0,g
59938,Spaghetti carbonara met erwten en artisjokken,eieren,100.0,g
59939,Spaghetti carbonara met erwten en artisjokken,slagroom,125.0,g
59940,Spaghetti carbonara met erwten en artisjokken,parmezaanse kaas,150.0,g
59965,Spaghetti carbonara met groene asperges,spaghetti,300.0,g
59966,Spaghetti carbonara met groene asperges,kraanwater,3000.0,g
59967,Spaghetti carbonara met groene asperges,verse groene asperge,500.0,g
59968,Spaghetti carbonara met groene asperges,pancetta,160.0,g
59969,Spaghetti carbonara met groene asperges,knoflook,16.0,g
59970,Spaghetti carbonara met groene asperges,parmezaanse kaas,150.0,g
59971,Spaghetti carbonara met groene asperges,middelgroot ei,120.0,g
59972,Spaghetti carbonara met groene asperges,crème fraîche,150.0,g
59973,Spaghetti carbonara met groene asperges,geraspte Parmezaanse kaas,50.0,g
59994,Courgette-geitenkaasquiche met munt,tarwebloem,200.0,g
59995,Courgette-geitenkaasquiche met munt,zout,2.0,g
59996,Courgette-geitenkaasquiche met munt,ongezouten roomboter,100.0,g
59997,Courgette-geitenkaasquiche met munt,middelgroot ei,300.0,g
59998,Courgette-geitenkaasquiche met munt,koud kraanwater,12.0,g
59999,Courgette-geitenkaasquiche met munt,pijnboompitten,40.0,g
60000,Courgette-geitenkaasquiche met munt,verse munt,15.0,g
60001,Courgette-geitenkaasquiche met munt,knoflook,16.0,g
60002,Courgette-geitenkaasquiche met munt,traditionele olijfolie,48.0,g
60003,Courgette-geitenkaasquiche met munt,courgette,900.0,g
60004,Courgette-geitenkaasquiche met munt,verse slagroom,125.0,g
60005,Courgette-geitenkaasquiche met munt,geitenkaas 50+,100.0,g
60006,Tomatentatin,bloem,200.0,g
60007,Tomatentatin,zout,2.0,g
60008,Tomatentatin,koude boter,100.0,g
60009,Tomatentatin,ei,50.0,g
60010,Tomatentatin,rode uien,200.0,g
60011,Tomatentatin,olijfolie,16.0,g
60012,Tomatentatin,knoflook,16.0,g
60013,Tomatentatin,donkere basterdsuiker,6.0,g
60014,Tomatentatin,kruiden,60.0,g
60015,Tomatentatin,dikke balsamicoazijn,48.0,g
60016,Tomatentatin,romaatjes,500.0,g
60017,Tomatentatin,parmezaanse kaas,150.0,g
60130,"Quinoa met radijs, druiven en noten",ongebrande pecannoten,70.0,g
60131,"Quinoa met radijs, druiven en noten",Kaas,200.0,g
60132,"Quinoa met radijs, druiven en noten",quinoa,275.0,g
60133,"Quinoa met radijs, druiven en noten",verse doperwten,200.0,g
60134,"Quinoa met radijs, druiven en noten",diepvries fijne tuinbonen,300.0,g
60135,"Quinoa met radijs, druiven en noten",radijs,200.0,g
60136,"Quinoa met radijs, druiven en noten",pitloze rode druiven,250.0,g
60137,"Quinoa met radijs, druiven en noten",limoen,120.0,g
60138,"Quinoa met radijs, druiven en noten",traditionele olijfolie,48.0,g
60139,"Quinoa met radijs, druiven en noten",vloeibare honing,30.0,g
60140,"Quinoa met radijs, druiven en noten",wittewijnazijn,30.0,g
60141,Linzen met ovengroenten,bospeen,250.0,g
60142,Linzen met ovengroenten,sjalot,400.0,g
60143,Linzen met ovengroenten,knoflook,16.0,g
60144,Linzen met ovengroenten,traditionele olijfolie,36.0,g
60145,Linzen met ovengroenten,balsamicoazijn,250.0,g
60146,Linzen met ovengroenten,bruinelinzeninblik,250.0,g
60147,Linzen met ovengroenten,selderij,20.0,g
60148,Linzen met ovengroenten,walnootolie,45.0,g
60149,Linzen met ovengroenten,citroen,65.0,g
60150,Linzen met ovengroenten,tuinkers,20.0,g
60151,Linzen met ovengroenten,ricotta,250.0,g
60152,Linzen met ovengroenten,avocado,250.0,g
60153,Citroen crema catalana,citroen,65.0,g
60154,Citroen crema catalana,verse slagroom,500.0,g
60155,Citroen crema catalana,kaneelstokje,5.0,g
60156,Citroen crema catalana,middelgroot ei,360.0,g
60157,Citroen crema catalana,fijne kristalsuiker,75.0,g
60158,Citroen crema catalana,lichtbruine basterdsuiker,48.0,g
60291,Thaise kipcurry met venkel,pandanrijst,300.0,g
60292,Thaise kipcurry met venkel,venkelknol,280.0,g
60293,Thaise kipcurry met venkel,kipfilet,300.0,g
60294,Thaise kipcurry met venkel,zonnebloemolie,24.0,g
60295,Thaise kipcurry met venkel,panang currypasta,16.0,g
60296,Thaise kipcurry met venkel,verse peultjes,200.0,g
60297,Thaise kipcurry met venkel,kokosmelk,400.0,g
60298,Thaise kipcurry met venkel,water,200.0,g
60299,Thaise kipcurry met venkel,verse basilicum,7.5,g
60359,Yotam Ottolenghi's shakshuka,ui,200.0,g
60360,Yotam Ottolenghi's shakshuka,rode paprika,500.0,g
60361,Yotam Ottolenghi's shakshuka,gele paprika,500.0,g
60362,Yotam Ottolenghi's shakshuka,verse tijm,12.0,g
60363,Yotam Ottolenghi's shakshuka,verse koriander,15.0,g
60364,Yotam Ottolenghi's shakshuka,verse platte peterselie,8.0,g
60365,Yotam Ottolenghi's shakshuka,tomaten,420.0,g
60366,Yotam Ottolenghi's shakshuka,komijn (djinten),1.0,g
60367,Yotam Ottolenghi's shakshuka,milde olijfolie,175.0,g
60368,Yotam Ottolenghi's shakshuka,rietsuiker,8.0,g
60369,Yotam Ottolenghi's shakshuka,gedroogde laurierblaadjes,10.0,g
60370,Yotam Ottolenghi's shakshuka,saffraan,1.0,g
60371,Yotam Ottolenghi's shakshuka,cayennepeper,1.0,g
60372,Yotam Ottolenghi's shakshuka,kraanwater,250.0,g
60373,Yotam Ottolenghi's shakshuka,middelgroot ei,480.0,g
60396,Lentequiche met groene- &amp; witte asperges,tarwebloem,2000.0,g
60397,Lentequiche met groene- &amp; witte asperges,zout,2.0,g
60398,Lentequiche met groene- &amp; witte asperges,ongezouten roomboter,100.0,g
60399,Lentequiche met groene- &amp; witte asperges,middelgroot ei,300.0,g
60400,Lentequiche met groene- &amp; witte asperges,ijskoud water,12.0,g
60401,Lentequiche met groene- &amp; witte asperges,verse witte asperges,500.0,g
60402,Lentequiche met groene- &amp; witte asperges,verse groene asperge,500.0,g
60403,Lentequiche met groene- &amp; witte asperges,crème fraîche,200.0,g
60404,Lentequiche met groene- &amp; witte asperges,gruyère,150.0,g
60405,Lentequiche met groene- &amp; witte asperges,citroen,65.0,g
60411,Vegaburger met zoete frieten,zoete aardappelen,1000.0,g
60412,Vegaburger met zoete frieten,olijfolie,21.0,g
60413,Vegaburger met zoete frieten,vegetarische hamburgers,480.0,g
60414,Vegaburger met zoete frieten,rode ui,100.0,g
60415,Vegaburger met zoete frieten,witte vloerkadetten,480.0,g
60416,Vegaburger met zoete frieten,romainesla,350.0,g
60417,Vegaburger met zoete frieten,tomaten,210.0,g
60418,Vegaburger met zoete frieten,sladressing knoflook,48.0,g
60419,Chili met vegaspekjes,witte rijst,300.0,g
60420,Chili met vegaspekjes,zonnebloemolie,24.0,g
60421,Chili met vegaspekjes,vegetarische spekreepjes,400.0,g
60422,Chili met vegaspekjes,paprikamix,1.0,g
60423,Chili met vegaspekjes,chilibonen,400.0,g
60424,Chili met vegaspekjes,tomatenblokjes,400.0,g
60425,Chili met vegaspekjes,platte peterselie,12.0,g
60426,Chili met vegaspekjes,zure room,200.0,g
60460,Vegabami speciaal,mix voor bami speciaal,10.0,g
60461,Vegabami speciaal,mienestjes,300.0,g
60462,Vegabami speciaal,zonnebloemolie,24.0,g
60463,Vegabami speciaal,oosterse wokblokjes,2.0,g
60464,Vegabami speciaal,prei,400.0,g
60465,Vegabami speciaal,oosterse wokgroente,1.0,g
60466,Vegabami speciaal,kant-en-klare satésaus,200.0,g
60467,Vegabami speciaal,seroendeng,36.0,g
60518,Pastasalade met tuinbonen,farfalle,300.0,g
60519,Pastasalade met tuinbonen,groentebouillon,20.0,g
60520,Pastasalade met tuinbonen,fijne tuinboontjes,450.0,g
60521,Pastasalade met tuinbonen,venkelknol,140.0,g
60522,Pastasalade met tuinbonen,basilicum,250.0,g
60523,Pastasalade met tuinbonen,bieslook,250.0,g
60524,Pastasalade met tuinbonen,platte peterselie,12.0,g
60525,Pastasalade met tuinbonen,knoflook,8.0,g
60526,Pastasalade met tuinbonen,olijfolie,25.0,g
60527,Pastasalade met tuinbonen,buffelmozzarella,250.0,g
60528,Pastasalade met tuinbonen,pistachenoten,6.0,g
60578,Garnalencurry met spinazie,rode peper,40.0,g
60579,Garnalencurry met spinazie,koelverse sereh citroengras,10.0,g
60580,Garnalencurry met spinazie,verse gember,10.0,g
60581,Garnalencurry met spinazie,sjalot,40.0,g
60582,Garnalencurry met spinazie,kristalsuiker,4.0,g
60583,Garnalencurry met spinazie,zonnebloemolie,12.0,g
60584,Garnalencurry met spinazie,vissaus,15.0,g
60585,Garnalencurry met spinazie,kruiden,10.38,g
60586,Garnalencurry met spinazie,knoflook,24.0,g
60587,Garnalencurry met spinazie,basmatirijst,300.0,g
60588,Garnalencurry met spinazie,kippenbouillontablet,2.5,g
60589,Garnalencurry met spinazie,kraanwater,250.0,g
60590,Garnalencurry met spinazie,kokosmelk,400.0,g
60591,Garnalencurry met spinazie,diepvries reuzengarnaal,300.0,g
60592,Garnalencurry met spinazie,spinazie,300.0,g
60593,Garnalencurry met spinazie,diepvries tuinerwten,450.0,g
60594,Garnalencurry met spinazie,verse koriander,15.0,g
60839,Rode curry met kip en boontjes,rode peper,40.0,g
60840,Rode curry met kip en boontjes,koelverse sereh citroengras,10.0,g
60841,Rode curry met kip en boontjes,kristalsuiker,4.0,g
60842,Rode curry met kip en boontjes,sjalot,40.0,g
60843,Rode curry met kip en boontjes,zonnebloemolie,12.0,g
60844,Rode curry met kip en boontjes,vissaus,15.0,g
60845,Rode curry met kip en boontjes,kruiden,10.38,g
60846,Rode curry met kip en boontjes,knoflook,24.0,g
60847,Rode curry met kip en boontjes,verse gember,10.0,g
60848,Rode curry met kip en boontjes,basmatirijst,300.0,g
60849,Rode curry met kip en boontjes,kippenbouillontablet,2.5,g
60850,Rode curry met kip en boontjes,kraanwater,250.0,g
60851,Rode curry met kip en boontjes,kokosmelk,400.0,g
60852,Rode curry met kip en boontjes,kipdijfilet,300.0,g
60853,Rode curry met kip en boontjes,rode paprika,500.0,g
60854,Rode curry met kip en boontjes,verse sperziebonen,300.0,g
60906,"Zalm met groene thee, kokosrijst en misogroenten",verse zalmfilet,680.0,g
60907,"Zalm met groene thee, kokosrijst en misogroenten",groene thee,3.0,g
60908,"Zalm met groene thee, kokosrijst en misogroenten",traditionele olijfolie,12.0,g
60909,"Zalm met groene thee, kokosrijst en misogroenten",kokosmelk light,400.0,g
60910,"Zalm met groene thee, kokosrijst en misogroenten",basmatirijst,300.0,g
60911,"Zalm met groene thee, kokosrijst en misogroenten",citroen,65.0,g
60912,"Zalm met groene thee, kokosrijst en misogroenten",kokend water,1000.0,g
60913,"Zalm met groene thee, kokosrijst en misogroenten",rode peper,20.0,g
60914,"Zalm met groene thee, kokosrijst en misogroenten",verse gember,15.0,g
60915,"Zalm met groene thee, kokosrijst en misogroenten",misopasta,12.0,g
60916,"Zalm met groene thee, kokosrijst en misogroenten",verse koriander,15.0,g
60917,"Zalm met groene thee, kokosrijst en misogroenten",sojasaus,45.0,g
60918,"Zalm met groene thee, kokosrijst en misogroenten",vloeibare honing,5.0,g
60919,"Zalm met groene thee, kokosrijst en misogroenten",verse sugarsnaps,200.0,g
60920,"Zalm met groene thee, kokosrijst en misogroenten",aspergebroccoli,200.0,g
60921,"Zalm met groene thee, kokosrijst en misogroenten",verse groene asperge,300.0,g
60922,"Zalm met groene thee, kokosrijst en misogroenten",limoen,60.0,g
60983,Rendang van Cisca,rode peper,40.0,g
60984,Rendang van Cisca,sjalot,80.0,g
60985,Rendang van Cisca,knoflook,24.0,g
60986,Rendang van Cisca,verse gember,15.0,g
60987,Rendang van Cisca,pindakaas met stukjes noot,8.0,g
60988,Rendang van Cisca,gemalen geelwortel (kurkuma),12.0,g
60989,Rendang van Cisca,riblappen,750.0,g
60990,Rendang van Cisca,arachideolie,20.0,g
60991,Rendang van Cisca,koelverse sereh citroengras,20.0,g
60992,Rendang van Cisca,limoen,60.0,g
60993,Rendang van Cisca,water,250.0,g
60994,Rendang van Cisca,runderbouillontablet,5.0,g
60995,Rendang van Cisca,santen kokoscrème,200.0,g
61022,Aspergeroerbak met zalm,witte rijst,300.0,g
61023,Aspergeroerbak met zalm,verse witte asperges,500.0,g
61024,Aspergeroerbak met zalm,ongezouten cashewnoten,50.0,g
61025,Aspergeroerbak met zalm,zonnebloemolie,24.0,g
61026,Aspergeroerbak met zalm,verse peultjes,200.0,g
61027,Aspergeroerbak met zalm,verse zalmfilet,350.0,g
61028,Aspergeroerbak met zalm,Maggi saus voor asperges,37.0,g
61029,Aspergeroerbak met zalm,water,200.0,g
61030,Aspergeroerbak met zalm,ongezouten roomboter,25.0,g
61071,Kip korma met spinazie,basmatirijst,300.0,g
61072,Kip korma met spinazie,kipfilet,300.0,g
61073,Kip korma met spinazie,ui,100.0,g
61074,Kip korma met spinazie,zonnebloemolie,24.0,g
61075,Kip korma met spinazie,verse spinazie,600.0,g
61076,Kip korma met spinazie,kormasaus,400.0,g
61077,Kip korma met spinazie,amandelschaafsel,20.0,g
61085,Kokosrijstsalade met zalm en groenten,basmatirijst,300.0,g
61086,Kokosrijstsalade met zalm en groenten,kokosmelk,400.0,g
61087,Kokosrijstsalade met zalm en groenten,limoen,60.0,g
61088,Kokosrijstsalade met zalm en groenten,Asperges,450.0,g
61089,Kokosrijstsalade met zalm en groenten,sugarsnaps,250.0,g
61090,Kokosrijstsalade met zalm en groenten,rode peper,20.0,g
61091,Kokosrijstsalade met zalm en groenten,verse gember,10.0,g
61092,Kokosrijstsalade met zalm en groenten,sojasaus,31.14,g
61093,Kokosrijstsalade met zalm en groenten,Zalm,200.0,g
61094,Kokosrijstsalade met zalm en groenten,koriander,15.0,g
61113,Vega tjaptjoi,witte rijst,300.0,g
61114,Vega tjaptjoi,diepvries tuinerwten,150.0,g
61115,Vega tjaptjoi,zonnebloemolie,48.0,g
61116,Vega tjaptjoi,champignonroerbakmix,400.0,g
61117,Vega tjaptjoi,vegetarische gegrilde stukjes,350.0,g
61118,Vega tjaptjoi,taugé,125.0,g
61119,Vega tjaptjoi,woksaus gember-knoflook,100.0,g
61120,Vega tjaptjoi,middelgroot ei,120.0,g
61129,Woksaté met verse atjar,wittewijnazijn,100.0,g
61130,Woksaté met verse atjar,suiker,60.0,g
61132,Woksaté met verse atjar,komkommer,400.0,g
61133,Woksaté met verse atjar,zonnebloemolie,24.0,g
61134,Woksaté met verse atjar,varkenshaas,300.0,g
61135,Woksaté met verse atjar,satésaus,250.0,g
61136,Woksaté met verse atjar,stokbrood,300.0,g
61145,Oesterzwammen met gestoofde kip,tofu,375.0,g
61146,Oesterzwammen met gestoofde kip,mihoen,250.0,g
61147,Oesterzwammen met gestoofde kip,arachideolie,40.0,g
61148,Oesterzwammen met gestoofde kip,kipdijfilet,320.0,g
61149,Oesterzwammen met gestoofde kip,verse gember,10.0,g
61150,Oesterzwammen met gestoofde kip,oesterzwammen,150.0,g
61151,Oesterzwammen met gestoofde kip,bosui,750.0,g
61152,Oesterzwammen met gestoofde kip,knoflook,16.0,g
61153,Oesterzwammen met gestoofde kip,oestersaus,12.0,g
61154,Oesterzwammen met gestoofde kip,sesamolie,15.0,g
61155,Oesterzwammen met gestoofde kip,rijstwijn,48.0,g
61311,Poppy's pancakes,groot ei,378.0,g
61312,Poppy's pancakes,halfvolle melk,280.0,g
61313,Poppy's pancakes,zelfrijzend bakmeel,230.0,g
61314,Poppy's pancakes,bakpoeder,250.0,g
61315,Poppy's pancakes,vanillestokje,2.5,g
61316,Poppy's pancakes,zachte geitenkaas,400.0,g
61317,Poppy's pancakes,poedersuiker,2.0,g
61318,Poppy's pancakes,perssinaasappel,1.0,g
61319,Poppy's pancakes,kristalsuiker,24.0,g
61320,Poppy's pancakes,kaneelstokje,5.0,g
61321,Poppy's pancakes,kersen zonder pit,450.0,g
61322,Poppy's pancakes,ongezouten roomboter,1.0,g
61380,Tagliatelle met spinazie en kibbeling,knoflook,8.0,g
61381,Tagliatelle met spinazie en kibbeling,courgette,300.0,g
61382,Tagliatelle met spinazie en kibbeling,traditionele olijfolie,24.0,g
61383,Tagliatelle met spinazie en kibbeling,diepvries spinazie à la crème,450.0,g
61384,Tagliatelle met spinazie en kibbeling,verse kibbeling,300.0,g
61385,Tagliatelle met spinazie en kibbeling,verse tagliatelle,500.0,g
61386,Tagliatelle met spinazie en kibbeling,geraspte oude Goudse kaas 48+,87.5,g
61439,Quiche 'caprese',diepvries roomboterbladerdeeg,240.0,g
61440,Quiche 'caprese',verse basilicum,30.0,g
61441,Quiche 'caprese',parmezaanse kaas,100.0,g
61442,Quiche 'caprese',mozzarella,125.0,g
61443,Quiche 'caprese',pijnboompitten,80.0,g
61444,Quiche 'caprese',cherrytomaten,400.0,g
61445,Quiche 'caprese',middelgroot ei,240.0,g
61446,Quiche 'caprese',crème fraîche,125.0,g
61447,Quiche 'caprese',romatomaat,320.0,g
61468,Quiche lorraine met ham en bosuitjes,diepvries bladerdeeg,240.0,g
61469,Quiche lorraine met ham en bosuitjes,milde olijfolie,6.0,g
61470,Quiche lorraine met ham en bosuitjes,Spek,50.0,g
61471,Quiche lorraine met ham en bosuitjes,yorkham,100.0,g
61472,Quiche lorraine met ham en bosuitjes,bosui,1500.0,g
61473,Quiche lorraine met ham en bosuitjes,middelgroot ei,300.0,g
61474,Quiche lorraine met ham en bosuitjes,geraspte Franse gruyère kaas 47+,150.0,g
61475,Quiche lorraine met ham en bosuitjes,verse slagroom,125.0,g
61476,Quiche lorraine met ham en bosuitjes,romaatjes,250.0,g
61477,Quiche lorraine met ham en bosuitjes,radijs,150.0,g
61478,Quiche lorraine met ham en bosuitjes,witte wijnazijn,30.0,g
61479,Quiche lorraine met ham en bosuitjes,extra vierge olijfolie,48.3,g
61480,Quiche lorraine met ham en bosuitjes,eikenbladslamelange,200.0,g
61481,Lentequiches met pecorino en ham,diepvries roomboterbladerdeeg,240.0,g
61482,Lentequiches met pecorino en ham,waterkers,150.0,g
61483,Lentequiches met pecorino en ham,diepvries tuinerwten,450.0,g
61484,Lentequiches met pecorino en ham,verse munt,15.0,g
61485,Lentequiches met pecorino en ham,verse platte peterselie,20.0,g
61486,Lentequiches met pecorino en ham,pecorino romano,100.0,g
61487,Lentequiches met pecorino en ham,middelgroot ei,240.0,g
61488,Lentequiches met pecorino en ham,verse slagroom,250.0,g
61489,Lentequiches met pecorino en ham,flinterdun gesneden rauwe ham,100.0,g
61629,Slagroomtaart met sinaasappel,sinaasappel,340.0,g
61630,Slagroomtaart met sinaasappel,boter,500.0,g
61631,Slagroomtaart met sinaasappel,fijne kristalsuiker,300.0,g
61632,Slagroomtaart met sinaasappel,vanillesuiker,7.0,g
61633,Slagroomtaart met sinaasappel,eieren,150.0,g
61634,Slagroomtaart met sinaasappel,tarwebloem,500.0,g
61635,Slagroomtaart met sinaasappel,bakpoeder,500.0,g
61636,Slagroomtaart met sinaasappel,halfvolle melk,250.0,g
61637,Slagroomtaart met sinaasappel,cacaopoeder,500.0,g
61638,Slagroomtaart met sinaasappel,sinaasappelmarmelade,120.0,g
61639,Slagroomtaart met sinaasappel,slagroom,250.0,g
61640,Mokka-hazelnoot slagroomtaart,ongebrande hazelnoten,150.0,g
61641,Mokka-hazelnoot slagroomtaart,ongezouten roomboter,225.0,g
61642,Mokka-hazelnoot slagroomtaart,witte basterdsuiker,225.0,g
61643,Mokka-hazelnoot slagroomtaart,vanillesuiker,8.0,g
61644,Mokka-hazelnoot slagroomtaart,middelgroot ei,240.0,g
61645,Mokka-hazelnoot slagroomtaart,zelfrijzend bakmeel,175.0,g
61646,Mokka-hazelnoot slagroomtaart,halfvolle melk,36.0,g
61647,Mokka-hazelnoot slagroomtaart,espressostick,5.4,g
61648,Mokka-hazelnoot slagroomtaart,pure chocolade 72%,150.0,g
61649,Mokka-hazelnoot slagroomtaart,mascarpone,250.0,g
61650,Mokka-hazelnoot slagroomtaart,witte basterdsuiker,75.0,g
61651,Mokka-hazelnoot slagroomtaart,verse slagroom,500.0,g
61652,Banaan-slagroomtaart met karamel,vanillestokje,10.0,g
61653,Banaan-slagroomtaart met karamel,ongezouten roomboter,225.0,g
61654,Banaan-slagroomtaart met karamel,lichtbruine basterdsuiker,225.0,g
61655,Banaan-slagroomtaart met karamel,middelgroot ei,240.0,g
61656,Banaan-slagroomtaart met karamel,zelfrijzend bakmeel,225.0,g
61657,Banaan-slagroomtaart met karamel,halfvolle melk,36.0,g
61658,Banaan-slagroomtaart met karamel,kristalsuiker,125.0,g
61659,Banaan-slagroomtaart met karamel,water,45.0,g
61660,Banaan-slagroomtaart met karamel,verse slagroom,400.0,g
61661,Banaan-slagroomtaart met karamel,banaan,750.0,g
61662,Banaan-slagroomtaart met karamel,citroen,65.0,g
61694,Pasta pesto met kip,broccoli,700.0,g
61695,Pasta pesto met kip,spaghetti,350.0,g
61696,Pasta pesto met kip,kipfilet à la minute,300.0,g
61697,Pasta pesto met kip,traditionele olijfolie,24.0,g
61698,Pasta pesto met kip,pesto alla Genovese,90.0,g
61699,Pasta pesto met kip,rucola,40.0,g
61700,Pasta pesto met kip,extra vergine olijfolie,41.400000000000006,g
61701,Pasta pesto met kip,Grana Padano kaasflakes,50.0,g
61973,Magere hamburger met avocadosalade,traditionele olijfolie,60.0,g
61974,Magere hamburger met avocadosalade,magere hamburgers,480.0,g
61975,Magere hamburger met avocadosalade,trostomaat,500.0,g
61976,Magere hamburger met avocadosalade,eetrijpe avocado,360.0,g
61977,Magere hamburger met avocadosalade,limoen,60.0,g
61978,Magere hamburger met avocadosalade,meergranen vloerkadet,320.0,g
61979,Magere hamburger met avocadosalade,mayonaise,24.0,g
61988,Zwartebonenchili met kip,kipfilet,300.0,g
61989,Zwartebonenchili met kip,prei,400.0,g
61990,Zwartebonenchili met kip,zilvervliesrijst,300.0,g
61991,Zwartebonenchili met kip,zonnebloemolie,24.0,g
61992,Zwartebonenchili met kip,gemalen komijn,2.0,g
61993,Zwartebonenchili met kip,gepelde tomaten in blik,800.0,g
61994,Zwartebonenchili met kip,zwarte bonen in chilisaus,400.0,g
61995,Zwartebonenchili met kip,mais in blik,300.0,g
62021,Dandan-noedels met gehakt en paksoi ,zonnebloemolie,72.0,g
62023,Dandan-noedels met gehakt en paksoi ,kruiden,2.25,g
62024,Dandan-noedels met gehakt en paksoi ,shanghai paksoi,3600.0,g
62025,Dandan-noedels met gehakt en paksoi ,verse gember,10.0,g
62026,Dandan-noedels met gehakt en paksoi ,knoflook,16.0,g
62027,Dandan-noedels met gehakt en paksoi ,bosuitje,500.0,g
62028,Dandan-noedels met gehakt en paksoi ,Go-Tan egg noodles,250.0,g
62029,Dandan-noedels met gehakt en paksoi ,sojasaus,60.0,g
62030,Dandan-noedels met gehakt en paksoi ,souq tahina,20.0,g
62031,Dandan-noedels met gehakt en paksoi ,water,60.0,g
62032,Dandan-noedels met gehakt en paksoi ,half om half gehakt,300.0,g
62033,Dandan-noedels met gehakt en paksoi ,honing,12.0,g
62096,Chicken parmigiana,vastkokende aardappel,800.0,g
62097,Chicken parmigiana,witbrood,35.0,g
62098,Chicken parmigiana,parmezaanse kaas,100.0,g
62099,Chicken parmigiana,middelgroot ei,60.0,g
62100,Chicken parmigiana,tarwebloem,24.0,g
62101,Chicken parmigiana,kipfilethaasjes,345.0,g
62102,Chicken parmigiana,traditionele olijfolie,60.0,g
62103,Chicken parmigiana,tomatenblokjes,400.0,g
62104,Chicken parmigiana,tomato frito,350.0,g
62105,Chicken parmigiana,mozzarella,1.0,g
62106,Chicken parmigiana,knoflook,16.0,g
62107,Chicken parmigiana,verse tijm,15.0,g
62128,Spaghetti met balletjes,braadworst,1000.0,g
62129,Spaghetti met balletjes,verse platte peterselie,20.0,g
62130,Spaghetti met balletjes,parmezaanse kaas,100.0,g
62131,Spaghetti met balletjes,paneermeel,8.0,g
62132,Spaghetti met balletjes,traditionele olijfolie,24.0,g
62133,Spaghetti met balletjes,spaghetti,300.0,g
62134,Spaghetti met balletjes,knoflook,8.0,g
62135,Spaghetti met balletjes,gepelde tomaten in blik,800.0,g
62136,Spaghetti met balletjes,balsamicoazijn,1000.0,g
62137,Panpizza peperoni,Paprika,125.0,g
62138,Panpizza peperoni,rode ui,200.0,g
62139,Panpizza peperoni,mozzarella,250.0,g
62140,Panpizza peperoni,tarwebloem,425.0,g
62141,Panpizza peperoni,gedroogde gist,7.0,g
62142,Panpizza peperoni,zout,2.0,g
62143,Panpizza peperoni,water,250.0,g
62144,Panpizza peperoni,traditionele olijfolie,24.0,g
62145,Panpizza peperoni,tomato frito,175.0,g
62146,Panpizza peperoni,chorizo pamplona,125.0,g
62173,Quinoasalade met geitenkaas,quinoa,275.0,g
62174,Quinoasalade met geitenkaas,gemalen geelwortel (kurkuma),12.0,g
62175,Quinoasalade met geitenkaas,kraanwater,700.0,g
62176,Quinoasalade met geitenkaas,rode grapefruit,300.0,g
62177,Quinoasalade met geitenkaas,limoen,60.0,g
62178,Quinoasalade met geitenkaas,perssinaasappel,1.0,g
62179,Quinoasalade met geitenkaas,extra vierge olijfolie,69.0,g
62180,Quinoasalade met geitenkaas,verse basilicum,15.0,g
62181,Quinoasalade met geitenkaas,avocado,250.0,g
62182,Quinoasalade met geitenkaas,zachte geitenkaas,125.0,g
62183,Quinoasalade met geitenkaas,alfalfa,40.0,g
62359,Spaghetti bolognese,ui,100.0,g
62360,Spaghetti bolognese,winterpeen,250.0,g
62361,Spaghetti bolognese,bleekselderij,500.0,g
62362,Spaghetti bolognese,traditionele olijfolie,24.0,g
62363,Spaghetti bolognese,ongezouten roomboter,25.0,g
62364,Spaghetti bolognese,mager rundergehakt,450.0,g
62365,Spaghetti bolognese,runderbouillon van tablet,72.0,g
62366,Spaghetti bolognese,tomatenblokjes,800.0,g
62367,Spaghetti bolognese,tomatenpuree,12.0,g
62368,Spaghetti bolognese,spaghetti,300.0,g
62382,Schorseneren met ham en ei,witte wijnazijn,30.0,g
62383,Schorseneren met ham en ei,schorseneren,1000.0,g
62384,Schorseneren met ham en ei,krielaardappelen,1000.0,g
62385,Schorseneren met ham en ei,middelgroot ei,240.0,g
62386,Schorseneren met ham en ei,verse bieslook,13.0,g
62387,Schorseneren met ham en ei,crème fraîche,125.0,g
62388,Schorseneren met ham en ei,knoflook,8.0,g
62389,Schorseneren met ham en ei,fijne mosterd,4.0,g
62390,Schorseneren met ham en ei,Ham,200.0,g
62398,Crèmesoep van schorseneren,schorseneren,500.0,g
62399,Crèmesoep van schorseneren,wittewijnazijn,30.0,g
62400,Crèmesoep van schorseneren,olijfolie,21.0,g
62401,Crèmesoep van schorseneren,prei,400.0,g
62402,Crèmesoep van schorseneren,aardappel,1960.0,g
62403,Crèmesoep van schorseneren,groentebouillon,1500.0,g
62404,Crèmesoep van schorseneren,droge witte wijn,200.0,g
62405,Crèmesoep van schorseneren,ciabatta,250.0,g
62406,Crèmesoep van schorseneren,extra vierge olijfolie,55.2,g
62407,Crèmesoep van schorseneren,crème fraîche,100.0,g
62408,Crèmesoep van schorseneren,platte peterselie,6.0,g
62409,Cordon bleu met krieltjes,filetlapjes,240.0,g
62410,Cordon bleu met krieltjes,rauwe ham,40.0,g
62411,Cordon bleu met krieltjes,Kaas,120.0,g
62412,Cordon bleu met krieltjes,ei,50.0,g
62413,Cordon bleu met krieltjes,paneermeel,33.0,g
